company_id,company_name,website,industry,primary_service,country,city,state,employee_range,estimated_revenue_usd,founded_year,ownership,customer_profile,business_model,revenue_model,geography,key_services,growth_signal,reputation_signal,technology_stack,linkedin_url,company_description,demo_fit
C179,Broadcom Inc.,https://broadcom.com,Semiconductor / Electronics,"Infrastructure and wireless semiconductor solutions: networking, storage, broadband, and custom ASICs",United States,Palo Alto,California,501-1000,57000M,1991,Public,Data center operators; networking equipment makers; storage; broadband; cloud,B2B,Product sales + custom ASIC services,Global,"Networking switches, storage controllers, Wi-Fi, broadband, custom silicon (ASICs for hyperscalers)",Growing,Positive,Networking;Storage;ASIC;Broadband;Wi-Fi;Custom Silicon,https://www.linkedin.com/company/broadcom,"Semiconductor infrastructure company providing networking, storage, broadband, and custom ASIC solutions for data centers and cloud providers",High
C180,NVIDIA Corporation,https://nvidia.com,Semiconductor / Electronics,"GPU and AI computing platforms: data center, gaming, professional visualization, automotive, robotics, United States",Santa Clara,California,501-1000,165000M,1993,Public,Data centers; gaming; automotive; robotics; enterprise AI,B2B + B2C,Product sales + software licensing,Global,"GPUs, AI superchips (Hopper/Grace), CUDA software, gaming graphics, automotive DRIVE, Omniverse",Hypergrowth,,Positive,GPU;AI;CUDA;Software Defined;Data Center;Automotive,https://www.linkedin.com/company/nvidia,"AI and accelerated computing leader providing GPUs, AI superchips, and software platforms for data centers, gaming, automotive, and professional visualization",High
C181,Edwards Lifesciences,https://edwards.com,Medical Device,"Cardiovascular devices: heart valves, hemodynamic monitoring, critical care",United States,Irvine,California,51-100,5900M,1958,Public,Hospitals; surgeons; healthcare providers,B2B,Product sales,Global,"Heart valve replacement, structural heart, hemodynamic monitoring, critical care monitoring",Growing,Positive,Medical Device;R&D;Manufacturing;Regulatory,https://www.linkedin.com/company/edwards-lifesciences,"Cardiovascular medical device company specializing in heart valve replacement, structural heart therapies, and critical care monitoring",High
C182,Steris plc,https://steris.com,Medical Device,"Surgical instrumentation, sterilization, and infection prevention solutions",United States,Mentor,Ohio,501-1000,5700M,1940,Public,Hospitals; ambulatory surgery centers; clinicians,B2B,Product sales + services,Global,"Surgical instruments, sterilization systems, infection prevention, endoscopes, procedure trays",Stable,Positive,Medical Device;R&D;Manufacturing;Services;Regulatory,https://www.linkedin.com/company/steris,"Medical device company providing surgical instrumentation, sterilization systems, and infection prevention solutions for healthcare settings",Medium
C183,ResMed Inc.,https://resmed.com,Medical Device,"Respiratory and sleep apnea devices, digital health solutions",United States,San Diego,California,51-100,5300M,2000,Public,Patients; sleep clinics; durable medical equipment providers,B2B + B2C,Product sales + cloud subscription,Global,"CPAP devices, sleep apnea therapy, oxygen therapy, digital health, cloud-connected devices",Growing,Positive,Medical Device;Cloud;Digital Health;IoT;SaaS,https://www.linkedin.com/company/resmed,Medical device company providing respiratory and sleep apnea devices with cloud-connected digital health solutions for patients,Medium
C184,"Dexcom, Inc.",https://dexcom.com,Medical Device,"Continuous glucose monitoring (CGM) systems for diabetes management, United States",San Diego,California,51-100,4500M,1999,Public,Diabetes patients; clinicians; endocrinologists,B2B + B2C,Product sales + subscription,Global,"CGM sensors, glucose monitoring apps, diabetes management software, real-time glucose data",Hypergrowth,,Positive,Medical Device;IoT;Mobile;Cloud;SaaS,https://www.linkedin.com/company/dexcom,Continuous glucose monitoring company providing wearable CGM sensors and digital diabetes management solutions for real-time glucose tracking,High
C185,BioMérieux S.A.,https://biomerieux.com,Medical Device,"In vitro diagnostics, infectious disease testing, antimicrobial resistance",France,Marcy-l'Étoile,Auvergne-Rhône-Alpes,501-1000,4500M,1963,Public,Hospitals; clinical labs; pharmaceutical; food safety,B2B,Product sales + instrument service contracts,Global,"In vitro diagnostics, infectious disease tests, antimicrobial resistance, blood culture, food safety",Stable,Positive,In Vitro Diagnostics;Laboratory;Medical Device;Regulatory,https://www.linkedin.com/company/bio-merieux,"In vitro diagnostics company specializing in infectious disease testing, antimicrobial resistance detection, and blood culture systems for labs",Medium
C186,NextEra Energy,https://nexteraenergy.com,Utilities,"Electric power generation, transmission, distribution; renewable energy",United States,Juno Beach,Florida,10001-50000,25800M,1925,Public,Retail and commercial customers; wholesale power markets,Utilities + Competitive Energy,Regulated rates + competitive sales,North America + Global,"Solar, wind, battery storage, natural gas, nuclear, grid services",Growing,Positive,Grid Ops;Renewables;Nuclear;Generation,https://www.linkedin.com/company/nextera-energy,World's largest renewable energy generator and utility company with leading solar and wind capacity and regulated electric utilities,Medium
C187,Duke Energy Corporation,https://duke-energy.com,Utilities,"Electric and gas utility serving the Carolinas, Florida, and Midwest",United States,Charlotte,North Carolina,501-1000,30000M,1900,Public,"Residential, commercial, and industrial electric and gas customers",Utilities,Regulated rates,North America,"Electric generation, transmission, distribution, electric vehicle infrastructure, gas distribution",Stable,Positive,Grid Ops;Generation;Nuclear;Renewables;Gas Distribution,https://www.linkedin.com/company/duke-energy,"One of the largest electric power holding companies in the U.S. serving customers across the Carolinas, Florida, and the Midwest",Low
C188,Southern Company,https://southernco.com,Utilities,Electric and gas utility serving the Southeast U.S.,United States,Atlanta,Georgia,501-1000,26000M,1945,Public,Electric and gas utility customers in the Southeast,Utilities + Competitive Energy,Regulated rates + competitive energy sales,North America,"Electric generation (nuclear, coal, gas, renewables), transmission, distribution, gas distribution, Vogtle nuclear",Stable,Positive,Nuclear;Generation;Grid Ops;Gas Distribution;Renewables,https://www.linkedin.com/company/southern-company,Energy holding company serving the Southeast U.S. with electric and natural gas utilities including Georgia Power and Alabama Power,Low
C189,Exelon Corporation,https://exelon.com,Utilities,Electric utility and competitive energy business; nuclear and grid operations,United States,Chicago,Illinois,10001-50000,23500M,2000,Public,"Retail electric customers in Illinois, Pennsylvania, Maryland, Virginia, DC",Utilities + Competitive Energy,Regulated rates + competitive sales,North America,"Nuclear generation, electric transmission and distribution, competitive energy, grid operations",Stable,Positive,Nuclear;Grid Ops;Transmission;Generation;Competitive Energy,https://www.linkedin.com/company/exelon,"U.S. utility holding company operating regulated utilities in Illinois, Pennsylvania, Maryland, Virginia, and DC and competitive energy businesses",Low
C190,Dominion Energy,https://dominionenergy.com,Utilities,"Electric and natural gas utility serving Virginia, North Carolina, and other states",United States,Richmond,Virginia,10001-50000,14400M,1981,Public,Electric and gas retail customers in multiple states,Utilities,Regulated rates,North America,"Electric generation (nuclear, gas, renewables), offshore wind, transmission, gas distribution, energy storage",Growing,Positive,Nuclear;Offshore Wind;Grid Ops;Gas Distribution;Transmission,https://www.linkedin.com/company/dominion-energy,"Energy company providing electric and natural gas service to customers in Virginia, North Carolina, and other states with major offshore wind projects",Low
C191,Sempra Energy,https://sempra.com,Utilities,Energy infrastructure: regulated utilities and energy infrastructure businesses,United States,San Diego,California,501-1000,13400M,1998,Public,"Electric and gas customers in California, Texas, and other markets",Utilities + Energy Infrastructure,Regulated rates + energy infrastructure earnings,North America,"Electric utility (San Diego Gas & Electric), gas utilities, energy infrastructure (crittenden, Sonorita), gas pipelines",Stable,Positive,Gas Pipelines;Electric Utility;Infrastructure;Gas Distribution,https://www.linkedin.com/company/sempra-energy,Energy infrastructure company with regulated utility operations (SDG&E) in California and energy infrastructure businesses in gas pipelines and LNG,Low
C192,Xcel Energy,https://xcelenergy.com,Utilities,Electric and natural gas utility serving the upper Midwest and Southwest,United States,Minneapolis,Minnesota,501-1000,13700M,1909,Public,Electric and gas utility customers across 8 states,Utilities,Regulated rates,North America,"Wind power, solar, battery storage, natural gas, nuclear, transmission, electric vehicle infrastructure",Growing,Positive,Wind;Renewables;Battery Storage;Nuclear;Grid Ops;Electric Vehicles,https://www.linkedin.com/company/xcel-energy,Utility company serving customers in 8 states with electric and natural gas service and a leading renewable energy portfolio including wind and solar,Low
C193,Consol End Energy,https://consolidatededison.com,Utilities,Electric and gas utility serving the New York City area and Westchester,United States,New York,New York,101-250,14800M,1826,Public,"Electric and gas customers in NYC, Westchester, and other service territories",Utilities,Regulated rates,North America,"Electric transmission and distribution, gas distribution, energy efficiency, renewable energy programs",Stable,Positive,Grid Ops;Gas Distribution;Transmission;Energy Efficiency,https://www.linkedin.com/company/consolidatededison,One of the largest investor-owned utilities in the U.S. serving electric and gas customers in the New York City area and surrounding regions,Low
C194,Edison International,https://edison.com,Utilities,Electric utility holding company: Southern California Edison and other subsidiaries,United States,Rosemead,California,501-1000,16800M,1996,Public,Electric customers in Southern California and other service territories,Utilities,Regulated rates,North America,"Electric transmission and distribution, electric generation (through contracts), energy storage, electric vehicle infrastructure, wildfire mitigation",Stable,Positive,Grid Ops;Transmission;Distribution;Energy Storage;Electric Vehicles;Wildfire Safety,https://www.linkedin.com/company/edison-international,"Holding company operating Southern California Edison, one of the largest electric utilities in the U.S. serving 15 million customers in Southern California",Low
C195,Entergy Corporation,https://enterg.com,Utilities,"Electric utility serving Arkansas, Louisiana, Mississippi, and Texas",United States,New Orleans,Louisiana,501-1000,11000M,1978,Public,Electric utility customers in the Gulf South region,Utilities,Regulated rates,North America,"Electric generation (nuclear, gas, coal, renewables), transmission, distribution, energy efficiency",Stable,Positive,Nuclear;Gas;Generation;Transmission;Grid Ops,https://www.linkedin.com/company/entergy,"Electric utility serving customers across Arkansas, Louisiana, Mississippi, and Texas with a portfolio of nuclear, gas, and renewable generation",Low
C196,Dow Inc.,https://dow.com,Chemicals,"Materials science: plastics, industrial intermediates, performance materials",United States,Midland,Michigan,501-1000,43000M,1897,Public,"Packaging, construction, automotive, consumer goods manufacturers",B2B,Product sales,Global,"Polyethylene, polyurethane, silicones, coatings, industrial intermediates, packaging materials",Stable,Neutral,Chemical Manufacturing;Process Engineering;Supply Chain;R&D,https://www.linkedin.com/company/dow-inc,"Materials science company producing plastics, industrial intermediates, and performance materials for packaging, construction, mobility, and consumer applications",Medium
